7910146	5664
7910164	56997
7910184	503543
7910190	339500
7910198	339500
7910200	100130093///116841///65094
7910211	339501
7910217	89780
7910229	375
7910241	2987
7910257	57165
7910261	200205
7910265	84033
7910369	128312
7910372	149603
7910379	574029
7910381	574029
7910387	58480
7910396	677790
7910398	10638///5867
7910416	9816
7910427	2590
7910446	22796
7910466	10753
7910494	64801
7910503	440730
7910520	8443
7910539	149371///83932
7910550	100303453///7257
7910559	100303453///27185
7910589	54627
7910591	84284
7910600	84451
7910611	3775
7910618	148641
7910630	388753
7910640	9453
7910651	6905
7910680	7107
7910694	128178
7910706	55127///3964
7910727	88
7910752	4548
7910792	6262
7910901	100130331
7910915	1131
7910923	56776
7910950	23596///8564
7910971	128025
7910997	9156
7911017	10806///10806
7911038	10472
7911045	440742
7911049	200159
7911056	257044
7911078	51029///51029
7911085	284702///116228
7911096	84288
7911112	84288
7911114	55083
7911138	163882
7911155	51097
7911170	149134
7911174	317705
7911178	114548
7911197	441932
7911199	148823
7911207	81470
7911209	81469
7911215	81439
7911218	343171///25893
7911229	343171
7911231	343171
7911233	343172
7911237	284521
7911241	391190
7911243	391191
7911252	26246
7911258	391192
7911260	391196///391194///388762///127062///127059
7911263	127059
7911265	391194
7911267	127062
7911269	26245
7911271	127066
7911273	127074
7911276	254879
7911278	26696
7911281	403244///401992
7911283	343173///127068
7911285	401993///343563///127074
7911287	391211
7911289	79894
7911301	267002
7911307	284942///118433
7911309	100288778///100287171///100134445///653635///375690///375260///374666
7911323	100124412///677784///654835///654412///645520///641702
7911329	100134822///140849
7911333	388574///284942
7911343	51720
7911345	729759///441308///81399///26683
7911347	100134822///140849
7911351	169270///79854
7911359	26155
7911371	84808
7911376	57801
7911383	54991
7911403	8784
7911413	7293
7911422	51150
7911435	388581
7911444	118424
7911458	116983
7911486	54973
7911506	1855
7911529	54587
7911532	54998
7911539	81669
7911559	55052
7911568	29101
7911578	728642///984
7911591	728661///9906
7911600	65220
7911619	2782
7911634	339456
7911643	85452
7911657	728690
7911659	85452
7911676	5590
7911683	199990
7911701	79906
7911718	100129534
7911720	11079///5192
7911730	55229///55229
7911750	388585
7911754	8764
7911767	79258
7911793	440556
7911796	440556
7911799	1953
7911839	49856///49856
7911854	57212
7911862	57470
7911870	9731
7911897	339448
7911902	261734
7911941	26038
7911989	6146
7911993	23463
7912004	387509
7912012	11332
7912031	54626
7912040	57449///8718
7912056	57449///8718
7912086	79707
7912102	9903
7912112	90326///55735
7912133	100129476
7912136	10911
7912145	3604
7912157	54206
7912166	473
7912198	2023
7912211	155184
7912224	6518
7912239	80045
7912248	407040
7912254	644997
7912257	22883
7912280	645010
7912283	56998
7912292	84328
7912303	1676
7912316	54897
7912343	54897
7912347	54897
7912349	148345
7912361	10747
7912374	6723
7912385	5394
7912412	2475
7912473	93611///26232
7912481	10459
7912496	4524
7912511	90231
7912515	4878
7912520	4879
7912537	9249
7912547	653619///440561///440560///400735///343070///343068
7912552	649330///440563///343069
7912555	653619///440561///440560///400735///343070///343068
7912561	654348///391004///343071
7912567	653619///440561///440560///400735///343070///343068
7912575	653619///440561///440560///400735///343070///343068
7912580	440563
7912582	440561///343068
7912585	653606///645414///391003
7912591	441871///391002
7912595	729528///65122///65121
7912601	653606///645414///391003
7912606	441871///391002
7912610	729528///65122///65121
7912617	653606///645414///391003
7912622	126755
7912629	200197///23254
7912638	200197///23254
7912646	842
7912659	79814
7912670	440567///7388
7912672	729614
7912675	7709
7912692	27129
7912701	348487
7912706	1969
7912724	128272
7912743	79363
7912750	54455
7912764	374955
7912784	114819
7912800	26871///26870///26869///26866///26865///26863///6060
7912802	100132147///440570
7912804	100132147
7912808	100132406///149013///55672
7912839	84809
7912850	26871///26870///26869///26866///26865///26863///6060
7912852	1964
7912854	284729
7912863	11223///11209///4485
7912884	100133616///100132147
7912887	4237
7912898	23400
7912928	6390
7912937	11240
7912956	55920
7912968	80834
7912975	8659
7912994	126917
7913001	23352
7913110	23065
7913138	246181
7913146	22977
7913156	8574
7913169	832
7913187	255104
7913206	54546
7913211	30814
7913216	5320
7913226	26279
7913235	391013
7913237	55450
7913242	79594
7913249	65018
7913252	65018///1650
7913256	1650
7913271	57576
7913290	400745
7913300	50809
7913319	8672
7913357	1889
7913380	84224
7913385	5909
7913415	84196
7913450	401944///3339
7913547	54361
7913558	7798
7913566	3352
7913571	10236
7913582	148898///80818
7913593	6920
7913609	55616
7913644	1870
7913655	3399
7913667	2582
7913682	3155
7913694	2517
7913705	1269///1269
7913712	10772
7913727	127294
7913768	58985
7913776	163702
7913787	90529
7913805	864
7913814	25949
7913824	57035
7913835	6007///6006
7913850	646471///56181
7913852	79000
7913858	164091
7913864	3925
7913869	3925
7913883	5051
7913896	7780
7913907	84676
7913918	91544
7913938	55057
7913965	257101
7913978	54707
7913990	63906
7914000	8431
7914003	126695
7914015	115572
7914021	6548
7914042	9064
7914075	8547
7914084	388611
7914094	10163
7914103	27245
7914112	2268
7914127	2537
7914141	6118
7914153	2140
7914180	9789
7914184	5724
7914194	22826
7914202	85028///692073///677838///677825///85028
7914212	677838///85028
7914214	677825///85028
7914216	692073///85028
7914218	6883
7914232	399474///2035
7914235	6429
7914245	51102
7914260	100129196///4146
7914270	7805
7914282	9672
7914296	9698///9698
7914322	692235///692234
7914324	692235///692234
7914326	79570
7914334	9410
7914342	2170
7914354	553115
7914361	1307
7914433	576
7914467	90853///90853
7914489	8073///8073
7914500	56063
7914516	339483
7914525	65108
7914530	55108
7914550	339487
7914557	81493
7914563	8565
7914580	252995
7914592	113452
7914603	127544
7914617	204
7914630	55223
7914648	1912
7914667	114784
7914750	113444
7914758	58512
7914764	100506144///653160///9204
7914791	6421
7914809	79932
7914834	5690
7914847	127703///127703
7914851	63967
7914878	63967
7914880	1296
7914887	27095
7914898	79729///55194
7914904	83931
7914917	84967
7914923	127700
7914940	64960
7914950	1441
7914974	2899
7914996	64769
7915008	79753
7915015	29889
7915032	284654
7915045	54955///54955
7915056	284656
7915078	284656
7915084	79693
7915091	4520
7915101	3633
7915130	10946
7915147	2275
7915156	5453
7915160	64121
7915170	100527950///26292
7915178	100527950///81025
7915184	54933
7915204	728448
7915207	8761
7915227	677834
7915229	26508
7915238	84618
7915245	51440
7915252	656
7915257	64064
7915261	54802
7915277	4610
7915286	5538
7915297	1298
7915333	9783
7915345	100130557///4802
7915347	163732
7915351	200172
7915363	22955
7915385	1907
7915392	59269
7915404	2980
7915408	22887
7915425	84217
7915435	149461
7915444	64175
7915468	374969///114625
7915472	6513
7915485	10969
7915498	100131756
7915500	149466
7915504	64834
7915516	112950
7915529	81888///23334
7915543	6536
7915563	6632
7915567	79033///79033
7915578	79639
7915590	26828
7915592	26830
7915598	266675
7915609	343521///1263
7915612	8643
7915614	8643
7915640	8891
7915659	79654
7915682	57643
7915695	4595
7915718	10420
7915733	5052
7915743	149483
7915758	60313
7915775	51249///3652
7915787	8503
7915801	55624
7915827	10489
7915841	148930
7915846	8569
7915861	148932
7915870	64756
7915882	9813
7915896	163720
7915902	1579
7915910	10158
7915919	6886
7915926	6491
7915949	388630
7915951	100128922
7915955	54558
7915971	84871
7915982	79656
7915991	63950
7915995	11124
7916024	22996
7916045	2060
7916077	4898
7916112	5865
7916120	51060
7916130	112970
7916135	200014
7916167	4998
7916185	23318
7916219	65260
7916225	6207
7916229	55268
7916248	6512
7916262	54987///1376
7916274	4116
7916282	7804
7916304	148979
7916316	55706
7916343	54432
7916356	51668
7916364	388633
7916372	9528
7916384	200008
7916393	606495
7916403	23648
7916412	338094///26027
7916422	25973
7916425	55001
7916432	1718
7916443	23358
7916493	8613
7916506	199920
7916526	732
7916541	1600
7916562	729423///3178
7916570	115209
7916584	4070
7916590	204
7916592	114803
7916609	3725
7916616	1573
7916629	127795
7916643	83941
7916654	163782
7916669	85440
7916727	23421
7916747	3716
7916777	406893
7916785	10022
7916789	79819
7916808	23169
7916822	400757
7916836	26135
7916843	55970
7916853	9077
7916862	79971
7916882	6121
7916898	55635
7916910	55631
7916928	81573
7916944	5733
7916969	9406
7916984	406962
7916986	257194
7917004	127255
7917008	127255
7917019	127254
7917037	1429
7917052	204962
7917080	1743
7917082	127247
7917088	10026
7917103	26009
7917120	23032
7917148	64853
7917156	8880
7917182	64123
7917199	79739
7917232	2787
7917240	1486
7917251	439927
7917255	117178
7917276	23566
7917283	255231
7917304	55283
7917322	84144
7917331	148423
7917338	8915
7917347	23576
7917359	54680
7917370	255631
7917433	57489
7917455	9403
7917466	339524
7917472	2959
7917482	494115///56267
7917503	2635
7917516	2635///2633
7917532	2634
7917548	388646
7917561	115361
7917576	115362
7917593	492303
7917599	343472
7917604	84146
7917612	164045
7917634	164045
7917645	100008589
7917649	7049
7917674	6418
7917676	11146
7917697	2672
7917707	7813
7917728	388650
7917741	50999
7917754	8412
7917771	30836
7917779	2730
7917798	24
7917850	9411
7917875	2152
7917885	1266
7917896	199857
7917906	6129
7917912	1806
7917942	400765
7917944	406928
7917946	163404
7917954	391059
7917976	163786
7917996	127495///54482
7918008	1629
7918026	2135
7918034	51611
7918050	730029///220885///3921
7918052	118427
7918064	1301
7918134	280///279///278///277///276
7918157	10451
7918188	29957
7918203	653149///285622///148545
7918223	113802
7918235	254268
7918255	23155
7918275	22911
7918284	6884
7918294	127003
7918300	84722
7918313	343263
7918323	6272
7918345	5686
7918359	57463
7918367	2780
7918379	2947
7918394	79574
7918416	257
7918426	9122
7918437	10542
7918444	3744
7918449	3737
7918457	3738
7918467	55791
7918474	128338
7918487	79961
7918504	5016
7918517	79084
7918533	140
7918552	55924
7918558	3752
7918569	54879
7918593	389
7918606	333926
7918620	100996702
7918622	6566
7918634	10745
7918657	26191
7918681	54665
7918694	440603
7918703	10717
7918716	148281
7918725	51592
7918759	10286
7918768	163259
7918794	270
7918813	7812///4893
7918825	7812///4893
7918847	80143
7918857	10100
7918869	4803
7918878	845
7918891	4808
7918902	965
7918911	4676
7918913	3321
7918925	80263
7918936	79679
7918955	54834
7918973	200162
7919028	6913
7919038	10352
7919051	90874
7919055	3158
7919067	83998
7919080	343505
7919088	11085
7919095	4853
7919133	100132417///2210///2209
7919139	100874392///728747///441430///441425///84210
7919146	100874392///729171
7919151	26871///26870///26869///26866///26865///26863///6060
7919155	26871///26870///26869///26866///26865///26863///6060
7919157	653505///644591///5478
7919162	653505///644591
7919168	9659
7919193	440672///11163
7919197	84265
7919208	114814///9939
7919217	200035///10401
7919226	10623
7919243	11126
7919251	653519///51463
7919269	26871///26870///26869///26866///26865///26864///6060
7919271	101929780///101060226///100288142///100132406///728841///400818///284565///200030///149013///55672///25832///101060226///100288142///728841///400818
7919299	100130236
7919301	100130236
7919305	5565
7919314	2330
7919326	51205
7919340	2702
7919349	26871///26870///26869///26866///26865///26864///6060
7919351	101060226///100288142///100132406///728841///400818///284565///200030///149013///55672///25832///101060226///100288142///728841///400818
7919380	100130236
7919392	26871///26870///26869///26866///26865///26863///6060
7919394	728855///388685///57234
7919405	26871///26870///26869///26866///26865///26863///6060
7919407	653505///644591
7919412	101060226///100288142///100132406///728841///400818///284565///200030///55672///25832///101060226///100288142///728841///400818
7919436	653598///653505///644591
7919438	101060226///100288142///100132406///728841///400818///284565///200030///149013///55672///25832///101060226///100288142///728841///400818
7919576	26871///26870///26869///26866///26865///26863///6060
7919578	100132147///440570
7919580	100132147///440570
7919584	440689///337875
7919589	653604///333932///126961
7919591	729533///728833
7919596	100132147///440570
7919604	440689///2210
7919606	440689///337875
7919612	653604///333932///126961
7919614	653604///333932///126961
7919619	723790///8338///8337
7919625	337873///8349
7919627	554313///8370
7919637	8349
7919642	317772
7919645	9900
7919659	10262
7919669	10903
7919699	56957
7919715	81611
7919729	51107
7919743	574406///54507
7919751	4170
7919763	2029
7919780	55204
7919787	84072
7919800	1520
7919815	1513
7919825	405
7919856	29956
7919872	55793
7919888	56882
7919898	10500
7919923	388695
7919929	79005///29765
7919940	6944
7919950	5298
7919971	5993
7919984	8991
7920000	23126
7920027	11189
7920047	65005
7920057	11022
7920077	339398///6097
7920082	6097
7920100	284486
7920114	117145
7920123	6281
7920128	6282
7920135	126637
7920141	7062
7920146	126638
